timestamp,source_ip,destination_ip,domain,resource
1679339738,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339739,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339741,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339741,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339741,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339742,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339743,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339747,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339749,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339749,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339784,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339789,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339791,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339795,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339799,102.0.0.21,101.0.0.20,jtvnw.net,/
1679339801,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339816,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339816,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339817,102.0.0.21,101.0.0.10,evil.dne,/resource3.html
1679339918,102.0.0.21,101.0.0.20,cookielaw.org,/
1679340049,102.0.0.21,101.0.0.20,w55c.net,/
1679340112,102.0.0.21,101.0.0.20,technoratimedia.com,/
1679340190,102.0.0.21,101.0.0.20,cookielaw.org,/
1679340328,102.0.0.21,101.0.0.20,grammarly.io,/
1679340421,102.0.0.21,101.0.0.20,innovid.com,/
1679340492,102.0.0.21,101.0.0.20,brave.com,/
1679340546,102.0.0.21,101.0.0.20,edgekey.net,/
1679340611,102.0.0.21,101.0.0.20,ttvnw.net,/
1679340750,102.0.0.21,101.0.0.20,ttoverseaus.net,/
1679340827,102.0.0.21,101.0.0.20,cloudflare-dns.com,/
1679340901,102.0.0.21,101.0.0.20,wyzecam.com,/
1679340948,102.0.0.21,101.0.0.20,xhcdn.com,/
1679341039,102.0.0.21,101.0.0.20,aiv-delivery.net,/
1679341151,102.0.0.21,101.0.0.20,msecnd.net,/
1679341204,102.0.0.21,101.0.0.20,zemanta.com,/
1679341288,102.0.0.21,101.0.0.20,bytefcdn-oversea.com,/
1679341340,102.0.0.21,101.0.0.20,mail.ru,/
1679341482,102.0.0.21,101.0.0.20,root-servers.net,/
1679341528,102.0.0.21,101.0.0.20,whatsapp.com,/
1679341633,102.0.0.21,101.0.0.20,cspserver.net,/
1679341723,102.0.0.21,101.0.0.20,mmechocaptiveportal.com,/
1679341817,102.0.0.21,101.0.0.20,zemanta.com,/
1679341959,102.0.0.21,101.0.0.20,klaviyo.com,/
1679342028,102.0.0.21,101.0.0.20,nflximg.net,/
1679342126,102.0.0.21,101.0.0.20,googleapis.com,/
1679342186,102.0.0.21,101.0.0.20,adnxs.com,/
1679342276,102.0.0.21,101.0.0.20,doubleclick.net,/
1679342361,102.0.0.21,101.0.0.20,me.com,/
1679342462,102.0.0.21,101.0.0.20,exelator.com,/
1679342497,102.0.0.21,101.0.0.20,mzstatic.com,/
1679342656,102.0.0.21,101.0.0.20,wp.com,/
1679342765,102.0.0.21,101.0.0.20,facebook.com,/
1679342836,102.0.0.21,101.0.0.20,adsafeprotected.com,/
1679342922,102.0.0.21,101.0.0.20,permutive.com,/
1679343036,102.0.0.21,101.0.0.20,microsoftonline.com,/
1679343092,102.0.0.21,101.0.0.20,webex.com,/
1679343158,102.0.0.21,101.0.0.20,geoedge.be,/
1679343272,102.0.0.21,101.0.0.20,a2z.com,/
1679343328,102.0.0.21,101.0.0.20,kwaipros.com,/
1679343426,102.0.0.21,101.0.0.20,fastly.net,/
1679343485,102.0.0.21,101.0.0.20,me.com,/
1679343622,102.0.0.21,101.0.0.20,playstation.net,/
1679343689,102.0.0.21,101.0.0.20,pki.goog,/
1679343778,102.0.0.21,101.0.0.20,a-msedge.net,/
1679343893,102.0.0.21,101.0.0.20,optimizely.com,/
1679343985,102.0.0.21,101.0.0.20,accuweather.com,/
1679344070,102.0.0.21,101.0.0.20,msftncsi.com,/
1679344164,102.0.0.21,101.0.0.20,gravatar.com,/
1679344233,102.0.0.21,101.0.0.20,scorecardresearch.com,/
1679344333,102.0.0.21,101.0.0.20,dbankcdn.com,/
1679344440,102.0.0.21,101.0.0.20,fitbit.com,/
1679344514,102.0.0.21,101.0.0.20,urbanairship.com,/
1679344592,102.0.0.21,101.0.0.20,moatads.com,/
1679344661,102.0.0.21,101.0.0.20,aws.dev,/
1679344758,102.0.0.21,101.0.0.20,2mdn.net,/
1679344862,102.0.0.21,101.0.0.20,adobe.io,/
1679344990,102.0.0.21,101.0.0.20,rayjump.com,/
1679345087,102.0.0.21,101.0.0.20,ibyteimg.com,/
1679345184,102.0.0.21,101.0.0.20,permutive.com,/
1679345292,102.0.0.21,101.0.0.20,outbrain.com,/
1679345356,102.0.0.21,101.0.0.20,nflximg.net,/
1679345438,102.0.0.21,101.0.0.20,amazon.com,/
1679345531,102.0.0.21,101.0.0.20,app-measurement.com,/
1679345600,102.0.0.21,101.0.0.20,a2z.com,/
1679345755,102.0.0.21,101.0.0.20,shalltry.com,/
1679345833,102.0.0.21,101.0.0.20,xhamster.com,/
