timestamp,source_ip,destination_ip,domain,resource
1679430133,102.0.0.31,101.0.0.20,alicdn.com,/
1679430148,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430148,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430148,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430148,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430148,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430149,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430155,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430157,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430169,102.0.0.31,101.0.0.20,vivint.ai,/
1679430208,102.0.0.31,101.0.0.20,brave.com,/
1679430257,102.0.0.31,101.0.0.20,cxense.com,/
1679430284,102.0.0.31,101.0.0.20,spotify.com,/
1679430301,102.0.0.31,101.0.0.10,evil.dne,/resource5.html
1679430345,102.0.0.31,101.0.0.20,qq.com,/
1679430379,102.0.0.31,101.0.0.20,addthis.com,/
1679430437,102.0.0.31,101.0.0.20,googleapis.com,/
1679430478,102.0.0.31,101.0.0.20,verisign.com,/
1679430520,102.0.0.31,101.0.0.20,exelator.com,/
1679430561,102.0.0.31,101.0.0.20,tiktokcdn.com,/
1679430622,102.0.0.31,101.0.0.20,33across.com,/
1679430658,102.0.0.31,101.0.0.20,windows.com,/
1679430728,102.0.0.31,101.0.0.20,scorecardresearch.com,/
1679430775,102.0.0.31,101.0.0.20,krxd.net,/
1679430817,102.0.0.31,101.0.0.20,instagram.com,/
1679430872,102.0.0.31,101.0.0.20,quantcount.com,/
1679430904,102.0.0.31,101.0.0.20,tiktokv.com,/
1679430962,102.0.0.31,101.0.0.20,linkedin.com,/
1679431012,102.0.0.31,101.0.0.20,ntppool.org,/
1679431045,102.0.0.31,101.0.0.20,edgesuite.net,/
1679431089,102.0.0.31,101.0.0.20,tribalfusion.com,/
1679431146,102.0.0.31,101.0.0.20,algolia.net,/
1679431207,102.0.0.31,101.0.0.20,ip-api.com,/
1679431269,102.0.0.31,101.0.0.20,scorecardresearch.com,/
1679431309,102.0.0.31,101.0.0.20,simpli.fi,/
1679431361,102.0.0.31,101.0.0.20,2mdn.net,/
1679431395,102.0.0.31,101.0.0.20,a-mo.net,/
1679431453,102.0.0.31,101.0.0.20,rocket-cdn.com,/
1679431530,102.0.0.31,101.0.0.20,ring.com,/
1679431566,102.0.0.31,101.0.0.20,revcontent.com,/
1679431604,102.0.0.31,101.0.0.20,browser-intake-datadoghq.com,/
1679431680,102.0.0.31,101.0.0.20,yieldmo.com,/
1679431713,102.0.0.31,101.0.0.20,xhamster.com,/
1679431750,102.0.0.31,101.0.0.20,googletagmanager.com,/
1679431803,102.0.0.31,101.0.0.20,expedia.com,/
1679431845,102.0.0.31,101.0.0.20,vungle.com,/
1679431901,102.0.0.31,101.0.0.20,parsely.com,/
1679431962,102.0.0.31,101.0.0.20,turn.com,/
1679431993,102.0.0.31,101.0.0.20,fontawesome.com,/
1679432062,102.0.0.31,101.0.0.20,yandex.net,/
1679432099,102.0.0.31,101.0.0.20,zoom.us,/
1679432131,102.0.0.31,101.0.0.20,optimizely.com,/
1679432207,102.0.0.31,101.0.0.20,gstatic.com,/
1679432237,102.0.0.31,101.0.0.20,doppiocdn.com,/
1679432283,102.0.0.31,101.0.0.20,deepintent.com,/
1679432319,102.0.0.31,101.0.0.20,dbankcdn.com,/
1679432372,102.0.0.31,101.0.0.20,spo-msedge.net,/
1679432420,102.0.0.31,101.0.0.20,akamaiedge.net,/
1679432467,102.0.0.31,101.0.0.20,kaspersky-labs.com,/
1679432530,102.0.0.31,101.0.0.20,amazon.com,/
1679432570,102.0.0.31,101.0.0.20,doubleverify.com,/
1679432597,102.0.0.31,101.0.0.20,windows.net,/
1679432654,102.0.0.31,101.0.0.20,conviva.com,/
1679432702,102.0.0.31,101.0.0.20,zopim.com,/
1679432739,102.0.0.31,101.0.0.20,rayjump.com,/
1679432797,102.0.0.31,101.0.0.20,emxdgt.com,/
1679432833,102.0.0.31,101.0.0.20,segment.io,/
1679432886,102.0.0.31,101.0.0.20,onedrive.com,/
