frame.number,frame.time,ip.src,ip.dst,ip.proto,frame.len,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,tcp.payload
"1","Dec 31, 1969 19:04:01.000000000 EST","102.0.0.17","100.0.0.3","6","40","40","1","0",,,,"64","119","0","0","0","0","0","0x0002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000000","0.000000000","0.000000000","0.000000000",
"2","Dec 31, 1969 19:04:01.100000000 EST","100.0.0.3","102.0.0.17","6","40","40","1","0",,,,"64","119","1","0","0","0","0","0x0012","0.100000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.100000000","0.100000000","0.100000000",
"3","Dec 31, 1969 19:04:01.100000000 EST","102.0.0.17","100.0.0.3","6","557","557","1","0",,,,"64","4309","1","1","517","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.100000000","0.000000000","0.100000000","0.000000000","1603010200010001fc03037d9b3e479190f2526f1433418c357efba1673e8659ddb8f703d7faf3c96b213f20ee6c06136cb403877879813e2df7f2c541d35052d459b42e05f64a602ed1ffe70024130213031301c02bc02fcca9cca8c02cc030c00ac009c013c01400330039002f003500ff0100018f0000001600140000117777772e706b33636a357965682e636f6d000b000403000102000a0006000400170015002300000016000000170000000d0030002e040305030603080708080809080a080b080408050806040105010601030302030301020103020202040205020602002b0009080304030303020301002d000201010033004700450017004104f275edcf37abd3578e7209c2643308fa8d9d1d0cfd4d03319114c908381f51030c1c314d222957a51b9ec94e11eee6b329284ab8893bbd2dfd8736ffd7c6191d001500c100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
"4","Dec 31, 1969 19:04:01.200000000 EST","100.0.0.3","102.0.0.17","6","1217","1217","1","0",,,,"64","119","2","1","1177","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.100000000","0.200000000","0.100000000","160303009b020000970303a29422f13afef8190bca75d64d73ebf3bb23bb9129daf481408d3cafe559f82420ee6c06136cb403877879813e2df7f2c541d35052d459b42e05f64a602ed1ffe7130200004f002b00020304003300450017004104aca9c95557e03c4d31284bbfcdf32e17283f547f29657d31b22a28dba0d5495773cffc5eb26eba2a4021d4081aa84a7b7aedfd4b0c52c79260554190d73929d8140303000101170303001705f23bab16baf23996f5d09daff3b0cee7438c66a37560170303026afde0ca2166d0b6c1ca08b43d2fed4371c6d941e9b434fde0cd2d0c70a83ef2ea91902702b83ee9258eec666a423b76a311cebbb4f9fbdcdd30a73fcefeddc8f4abf6f1095c8318b3a9905f3392dc04560402c5fe4ba14ada200ce4eeb7b130c4b3b5d5693b61f939a0b28906879d8d694b59d9c6a79dee6dfb6e5d3905802d987a225560a84c83c2af79be57c4c5f715a22d6cbb1b07f538d24f61f74345cd048d78fac70661a5598a8f6d0250d179488025f4b10cddd1c1fb7d9204acf3b6cc9e03621a4315c14492c38f20daf28f5b964fa1ffdeb3dd6bc1aacd59cb48bff9c0d027d56092ec77d3df47f13303f05c1c298e377733c8745f4a1998ced7fd4b43f67a200f78869a2b2b6b87b56c4858690111dd8c654f1da6265cb0835e272986459468a6e8edd6994eb9020b3d6d6ceaf5f29a68e93bc9a3a3f301464cc76097f6933b6184be55c9f64cfa2dbf7b57053eeb0658c3ff0322baac79094f9eeb0d1bbb79d70937018d6781d1f705eae14b2a074014ff90adfa38858c240588add1706511960eee7e51f2e701b0ff6c7f1bde407ac82c0d8efb960d0f96ee58fe16cc1115505e24d59575e6f658a2b95b51640596cb4456631e3595b6749442346f1b4dec359a289373403833b4161b916d6ca58336039ff53ec5c1c9e65ee95d7a71f87074a3698a411e84d68d015f37ce7ef730227c1e9f9b3e8c6de6ffe4d1db5d2c25332c8c892371782b9ca772e2b76c5c56391f0a32e775de99a4af68bd4a9d8a2edd2560381fe3da7764a84f94bd408630db5b0b82b148a2edc4ed1406a3e30d043fb6972273465978a43f538004ba566236edc49cce6201f896ace5b2bed5dba6e53b6596ac5d1703030119430edd51b955c297dc9b61e636c9329e0067adc4c52e38768315355cff01e8a081f26c6f224ee17fe5638d25dbe93a4a361eb43d1eaf34d2c44d58f75aa62e85c0a14fe841a8375461b9cd230f30af2a205938d7e3d26094ca715330310c3b864fd420c8c32ece85cbbd848d072cf95ef5a1c1b56ab85953f2f2567e73d53244f5fd1a0b0e71cf1b8607e25584b6afcae28495be742023360d64bcae19d1fcff69dc0d2c8f512863be61c0c427c1970ece1ae8cfd6ebcd79ebb85ff804fedd6bb44f3c88a946f8af659f6b83ef4100cc18e3147413258b3e79e18cb10f1f4cdfa360cffbdebb7ff5b7ac275b50692775848627d35dc6f535d0967c93a49d665bf42d5d204718f7dc00f09c639eac5129d8b1228d0eed3c4f481703030045c7f4a0f329167e99d28e258a2d73212fdae11cf6371b4ffe47c3865a6eea63a8137728a1b979c19b82297ba9c9e1d4ea37537c8be0e821771411d6632d0e6257bc51203129"
"5","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.17","100.0.0.3","6","120","120","1","0",,,,"64","4309","2","2","80","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","1403030001011703030045bdb8ff309bfff5cc98342289ce4aa2876626ccb9452a4d07639af5fdd49babe74c786ba83747458a807c18a4391867ae98fa225f25847bea408023417f092ea8556dc58722"
"6","Dec 31, 1969 19:04:01.200000000 EST","102.0.0.17","100.0.0.3","6","73","73","1","0",,,,"64","4309","2","3","33","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.200000000","0.000000000","0.200000000","0.000000000","170303001cb85ff80331359aec386867143033c97284066b5d89f94ed0fd55cfeb"
"7","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.17","6","119","119","1","0",,,,"64","119","3","2","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.100000000","0.300000000","0.100000000","170303004a38e85a73421f8d0d352be426a7dde1f783e0be9fc148888db3a2c8fa82419d1856d6b5f671b97fba21f05f61da043d8759b236719d406ae5389659b94ddf40a85fe6224ab98fd3d238b7"
"8","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.17","6","119","119","1","0",,,,"64","119","3","3","79","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","170303004a1f3538067e24eb45a0b19e341d36e9962dcdc11c392d0db2d2448da78840cc81d6d628eeda6b03a889b0646dcef22e1cd62173fd554600f2ef3ab6f0a74ac465ba6782d61efa1ebf74d7"
"9","Dec 31, 1969 19:04:01.300000000 EST","100.0.0.3","102.0.0.17","6","1500","1500","1","0",,,,"64","119","4","4","1460","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.300000000","0.000000000","0.300000000","0.000000000","170303080deac5d6ca452ff337d7e08fc2b76124ceacb9ac93efcfe42c6c4bc405851e9c6dce8eebe98cc323b7fcedde1881222f8b49654ad45a9aaf935a19f49a01da5419af55b9a1514e4606c0b03d521d596df99befcc23f792e47f8275b481411ac15f197a870ffe5ca414ffe2999da5c1a78e809942eda4efc16c2ba1aeb8504bfba6dbcc51cf73298e8ab3db77f1efea0bbf5162dade373af57575f588f3aff8d71a9b0abb758641dc3d295ab89ccff367c348ea4dd6434d4d6b9fdaac9efeba09091cf8e1da9f5790aa3389645ee11e656d844afd3d7fe363f973e51456a30e81ba62d8b17633bbcc32de5f553a80b9b94e8151790d568dc1c450f4c44cd174644fe17e1a5d543370ef317d51524a057ba8eeb13c24e77a760dca262d7d33d1e8c4b1726b9db7b6890b121d3a4603ac3f4f994566e6893fc7deeccc289af2b28f39ae562339a4d0c214cf5750b13272d9fe6b274665ad100eb467141e76b3378fa4aca5983ac8a9271b35da30f3317c7194615ea97eabf2fc0c5b3c734fefe250547eb5be26c54cc8e59c225c0f7dc0a41a2b61178755f8a675b4153952f409461d5ea86578e22673e7c91b44a6d4b9e8192dd319848974c6931193c4efadfdc063ba4699b437eb5a811fa6e6131de8121cffa58f4820b1f3aa24086400936eff6f11468b57758dc40202a75bae513505c8c9b686a5b82d342043c3b7484d8cac8e6eac55694125a1304ddac5f3491ec17e50caf1b65b93c11e5c464cdafd276a551193106ca7e155281a09955f7f2b3f9c54f9cf96d977b2814d083e57afd7bff990e094d2fd4066c49731ec4d7e6d784008269e3881e91dd7aa6ae17bf05f57537fa36ecf40545ce50eaa1475cf034651ebc92cb350a6af4393d830b27545a1b6f18f8808a568c3339f88d7265607c3cf83e58223a8474d82a7420a6e196ff6a561c02858b32b21f062de55c7b5df0558ddc19fa28d3130a97c85f555c0842604b345af6fbf000ea866a3186fe51f59d92f3f397c6820a8a6861666fc15e651062ad266104a11cac957ab0933c139caaeeac1e13e98c6139905063bf440d7999aefc68b8f3d8fe705e64e0f15459aba8550fe490ce4914394e3ddfccb130c92616fc2c98c292245686ed777ad92f2521760b5806c50c6c365950a487676c2ec291e039fe0968bebb7e37d0aa5af0dbbff9afba88b7a0780114955dedaccd3702d2c600064a72b7ea750da95166fbad26efed00b473561f54da367294c9750bdf175137e2dfed2a436c174c1a79282da0be525ac82b164e751ad5ce63197519f8c74cfb18a6ebb2e68bd4e1d2a0e2a07415407a8efc505b4151aaaecb2fdb04b64fac482aeb73ed573870e107dba365a113c2e659f88252d18ec829dde7c73fc0f5b3ce7383ada9b0f5f308895707b68e5411fde3db6c3e142d31196720797a4a7ccd0c365f5f8394d75d7c7231a5fa8bc6d08b277749e7f5b5aacf6233447e37ecc0460791735f7178330b55ad35c0c9f4bc89ef59a4e490cece8e649bd53536ed6724229e3fdae1ea1a9671d923b8163fc2ca191e767e7cd0bdd74d88f2bff46f6bd2aeaf7e108c8c46c9419a35a19af75939a07af326e409a873aea3efe560fcd719466650ede7c7afa2883e761e0b01160a6364028ac2ef3b4f5b04333a6e408377bfab002183e86d3962f00008bc2ba63de0e8a90e44e097212dca44d8b527a5764211766742eaf64451d4b434132098a06d7bff81f748b136e73727d401427828787667982f8df0c1aa73aa510c7da43165db48f0bde5093447503ae43b0c46a21dbea2444790a4e4c322f67d430225c12be0453221a59229f9eb45edf768893a1daf7afae171c45dec47ac3c7e87ddeec6609b773db059b728490cf24c4849b6e696badd32fc08f565e5bb4d6d6b99cf6cf07627f0177dced667f614d5297fff658475cf89b9d135f75b8d67d2109165f01db0e4f4b35d9e05a46d08b11cdfa0b84fe53bd5f7c32026d620fdee71bfa0562161e4e92aa0c328a8f45448c71fcc560887accf87ce9d5aaf73ed1"
"10","Dec 31, 1969 19:04:01.301000000 EST","102.0.0.17","100.0.0.3","6","40","40","1","0",,,,"64","4309","5","4294967295","0","0","0","0x0010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.301000000","0.001000000","0.301000000","0.001000000",
