timestamp,source_ip,destination_ip,domain,resource,message
1683848551,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Id wait around at the east [lanayru road gate](http://static.gosunoob.com/img/1/2017/03/naydra-dragon-location-zelda-botw.jpg), he flies through that canyon shortly after appearing."
1683848551,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,And chopping down trees is the best way to find acorns.
1683848551,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"You can search, but the only thing that may be left of any secret passages is probably the entrances to the castle just above the water level. On both the east and west sides there is mine cart rails about 15 ft off of the water with entrances into the lowest levels of the castle.

Any secret tunnels leading farther away from the castle may have been destroyed when ganon raised those giant pillars."
1683848551,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,I was so upset after only figuring this out 70 hours in.
1683848554,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"The door to the sanctum (where the ganon fight takes place).

Youll get the name of the room in the bottom left before you enter, and you can save right there and just leave at anytime."
1683848554,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,I believe the painter will direct you to them.
1683848554,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Yes. it doesnt really matter when you buy, as youll only get the content as its released. but doing so now would give you some item chests like amiibo do."
1683848554,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Its more common in higher level areas. I held on to mine for a long time, but have come across many more since.

Also, look for the ruined Colosseum, the enemies there carry a variety of elemental weapons."
1683848554,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,there isnt a quest to do it. you just need to release five when she is home.
1683848557,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"They are mostly side quest/ world building zones. they may feel pointless when only looking at the main story line, but without them the world would be much smaller and feel like an older zelda game."
1683848557,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Make sure its perfectly still, magnetize it and push it all the way out so it will swing back towards you when released. While its swinging, draw your bow and sever the rope while its swinging towards you. the timing shouldnt be to hard."
1683848569,102.0.0.59,101.0.0.20,msn.com,/,
1683848571,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"On the Wii U, when you reach a loading screen, hit the home button and access miiverse. You can take a screen cap and upload it. then access it from any browser.

I think the same goes for twitter, maybe even imgur. Though i havent tried those before."
1683848585,102.0.0.59,101.0.0.20,nflxvideo.net,/,
1683848614,102.0.0.59,101.0.0.20,split.io,/,
1683848632,102.0.0.59,101.0.0.20,kaspersky.com,/,
1683848643,102.0.0.59,101.0.0.20,nflximg.com,/,
1683848677,102.0.0.59,101.0.0.20,apple.news,/,
1683848697,102.0.0.59,101.0.0.20,chartbeat.net,/,
1683848702,102.0.0.59,101.0.0.20,vungle.com,/,
1683848731,102.0.0.59,101.0.0.20,gumgum.com,/,
1683848763,102.0.0.59,101.0.0.20,kwai-pro.com,/,
1683848765,102.0.0.59,101.0.0.20,dropbox.com,/,
1683848800,102.0.0.59,101.0.0.20,w55c.net,/,
1683848812,102.0.0.59,101.0.0.20,worldfcdn2.com,/,
1683848825,102.0.0.59,101.0.0.20,epicgames.dev,/,
1683848852,102.0.0.59,101.0.0.20,fullstory.com,/,
1683848892,102.0.0.59,101.0.0.20,byteoversea.com,/,
1683848913,102.0.0.59,101.0.0.20,windows.com,/,
1683848939,102.0.0.59,101.0.0.20,t.co,/,
1683848951,102.0.0.59,101.0.0.20,adsafeprotected.com,/,
1683848973,102.0.0.59,101.0.0.20,igamecj.com,/,
1683848998,102.0.0.59,101.0.0.20,eyeota.net,/,
1683849013,102.0.0.59,101.0.0.20,cloudapp.net,/,
1683849050,102.0.0.59,101.0.0.20,ring.com,/,
1683849068,102.0.0.59,101.0.0.20,media-amazon.com,/,
1683849096,102.0.0.59,101.0.0.20,nest.com,/,
1683849102,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Id wait around at the east [lanayru road gate](http://static.gosunoob.com/img/1/2017/03/naydra-dragon-location-zelda-botw.jpg), he flies through that canyon shortly after appearing."
1683849102,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,And chopping down trees is the best way to find acorns.
1683849102,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"You can search, but the only thing that may be left of any secret passages is probably the entrances to the castle just above the water level. On both the east and west sides there is mine cart rails about 15 ft off of the water with entrances into the lowest levels of the castle.

Any secret tunnels leading farther away from the castle may have been destroyed when ganon raised those giant pillars."
1683849102,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,I was so upset after only figuring this out 70 hours in.
1683849105,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"The door to the sanctum (where the ganon fight takes place).

Youll get the name of the room in the bottom left before you enter, and you can save right there and just leave at anytime."
1683849105,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,I believe the painter will direct you to them.
1683849105,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Yes. it doesnt really matter when you buy, as youll only get the content as its released. but doing so now would give you some item chests like amiibo do."
1683849105,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Its more common in higher level areas. I held on to mine for a long time, but have come across many more since.

Also, look for the ruined Colosseum, the enemies there carry a variety of elemental weapons."
1683849105,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,there isnt a quest to do it. you just need to release five when she is home.
1683849108,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"They are mostly side quest/ world building zones. they may feel pointless when only looking at the main story line, but without them the world would be much smaller and feel like an older zelda game."
1683849108,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"Make sure its perfectly still, magnetize it and push it all the way out so it will swing back towards you when released. While its swinging, draw your bow and sever the rope while its swinging towards you. the timing shouldnt be to hard."
1683849110,102.0.0.59,101.0.0.20,msftncsi.com,/,
1683849122,102.0.0.59,101.0.0.10,evil.dne,/resource9.html,"On the Wii U, when you reach a loading screen, hit the home button and access miiverse. You can take a screen cap and upload it. then access it from any browser.

I think the same goes for twitter, maybe even imgur. Though i havent tried those before."
1683849135,102.0.0.59,101.0.0.20,android.com,/,
1683849156,102.0.0.59,101.0.0.20,w55c.net,/,
1683849179,102.0.0.59,101.0.0.20,braze.com,/,
1683849201,102.0.0.59,101.0.0.20,stripe.com,/,
1683849226,102.0.0.59,101.0.0.20,samsungacr.com,/,
