timestamp,source_ip,destination_ip,domain,resource,message
1683907881,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,"The armor sets you get from Amiibo are all generally reskins of each other. The set you get for [clearing all shrines](/spoiler) is better, as well as the ancient armor. Epona is alright, but kind of unnecessary when you can get the white horse 5 minutes after leaving the Plateau. Weapons you get from amibos are dwarfed by weapons dropped from easily farmable lynels late game, and the rest are just pointless ingredients.  "
1683907885,102.0.0.79,101.0.0.20,alicdn.com,/,
1683907899,102.0.0.79,101.0.0.20,visualstudio.com,/,
1683907900,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Which bow?
1683907923,102.0.0.79,101.0.0.20,acsechocaptiveportal.com,/,
1683907936,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,How much damage does it do? Any special effect?
1683907940,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,"*royal guards arms, I believe. No armor. You have to bring weapons from the Royal Guard series found in the castle. Best gear in the game besudes lynel stuff, but it breaks quickly."
1683907940,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Don't listen to this guy. The answer is actually nah. 
1683907940,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,You listed the main characters.
1683907940,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,The point where the inventory upgrade sidequest starts is on the road to Kakariko.
1683907940,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Not armor. Arms.
1683907941,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Why not?
1683907941,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Anything will fall before you run out of bombs.
1683907941,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Only one hinox on the island.
1683907941,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,"Record is more like 48 minutes. Some crazy exploits, man."
1683907943,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,Only one hinox on Eventide island. You're thinking of a different shrine quest.
1683907950,102.0.0.79,101.0.0.20,amazon.de,/,
1683907970,102.0.0.79,101.0.0.20,trendmicro.com,/,
1683907982,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,I can always just buy another one...
1683907982,102.0.0.79,101.0.0.10,evil.dne,/resource13.html,"Yea, but it was half-assed. They spent all this time making this awesome game, then were like ""Oh shit, we gotta put this in somewhere."""
1683907984,102.0.0.79,101.0.0.20,mmechocaptiveportal.com,/,
1683908011,102.0.0.79,101.0.0.20,yieldmo.com,/,
1683908022,102.0.0.79,101.0.0.20,clarity.ms,/,
1683908052,102.0.0.79,101.0.0.20,turn.com,/,
1683908068,102.0.0.79,101.0.0.20,pinimg.com,/,
1683908093,102.0.0.79,101.0.0.20,akamai.net,/,
1683908120,102.0.0.79,101.0.0.20,algolia.net,/,
