timestamp,source_ip,destination_ip,domain,resource
1679749966,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749966,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749966,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749966,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749967,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749968,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749969,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679749983,102.0.0.39,101.0.0.20,scdn.co,/
1679749998,102.0.0.39,101.0.0.20,mi.com,/
1679750024,102.0.0.39,101.0.0.20,gamepass.com,/
1679750029,102.0.0.39,101.0.0.20,aiv-delivery.net,/
1679750051,102.0.0.39,101.0.0.20,sentry.io,/
1679750063,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750063,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750074,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750074,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750076,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750078,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750078,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750078,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750079,102.0.0.39,101.0.0.20,doubleverify.com,/
1679750083,102.0.0.39,101.0.0.20,discord.com,/
1679750106,102.0.0.39,101.0.0.20,tiktok.com,/
1679750122,102.0.0.39,101.0.0.20,tapjoy.com,/
1679750145,102.0.0.39,101.0.0.20,sectigo.com,/
1679750163,102.0.0.39,101.0.0.20,3gppnetwork.org,/
1679750185,102.0.0.39,101.0.0.20,dbankcdn.com,/
1679750222,102.0.0.39,101.0.0.20,whatsapp.net,/
1679750239,102.0.0.39,101.0.0.20,yieldmo.com,/
1679750241,102.0.0.39,101.0.0.10,evil.dne,/resource7.html
1679750267,102.0.0.39,101.0.0.20,yandex.net,/
1679750292,102.0.0.39,101.0.0.20,samsungcloudsolution.net,/
1679750306,102.0.0.39,101.0.0.20,licdn.com,/
1679750329,102.0.0.39,101.0.0.20,zoom.us,/
1679750366,102.0.0.39,101.0.0.20,ipredictive.com,/
1679750393,102.0.0.39,101.0.0.20,sectigo.com,/
1679750403,102.0.0.39,101.0.0.20,windows.net,/
1679750420,102.0.0.39,101.0.0.20,fbcdn.net,/
1679750460,102.0.0.39,101.0.0.20,mixpanel.com,/
1679750484,102.0.0.39,101.0.0.20,googletagmanager.com,/
1679750501,102.0.0.39,101.0.0.20,adnxs.com,/
1679750534,102.0.0.39,101.0.0.20,douyincdn.com,/
1679750549,102.0.0.39,101.0.0.20,eyeota.net,/
1679750568,102.0.0.39,101.0.0.20,bing.com,/
1679750579,102.0.0.39,101.0.0.20,tribalfusion.com,/
1679750612,102.0.0.39,101.0.0.20,mozgcp.net,/
1679750617,102.0.0.39,101.0.0.20,newrelic.com,/
1679750648,102.0.0.39,101.0.0.20,telegram.org,/
1679750675,102.0.0.39,101.0.0.20,doubleclick.net,/
1679750702,102.0.0.39,101.0.0.20,eset.com,/
1679750714,102.0.0.39,101.0.0.20,simpli.fi,/
1679750751,102.0.0.39,101.0.0.20,sc-prod.net,/
1679750775,102.0.0.39,101.0.0.20,hulu.com,/
1679750791,102.0.0.39,101.0.0.20,sophos.com,/
1679750823,102.0.0.39,101.0.0.20,adsrvr.org,/
1679750837,102.0.0.39,101.0.0.20,shalltry.com,/
1679750861,102.0.0.39,101.0.0.20,cnn.com,/
1679750896,102.0.0.39,101.0.0.20,quantserve.com,/
1679750911,102.0.0.39,101.0.0.20,opera.com,/
1679750941,102.0.0.39,101.0.0.20,forter.com,/
1679750962,102.0.0.39,101.0.0.20,sc-gw.com,/
1679750969,102.0.0.39,101.0.0.20,whatsapp.net,/
1679751001,102.0.0.39,101.0.0.20,google.de,/
1679751011,102.0.0.39,101.0.0.20,heytapdl.com,/
1679751040,102.0.0.39,101.0.0.20,telegram.org,/
1679751062,102.0.0.39,101.0.0.20,yimg.com,/
1679751071,102.0.0.39,101.0.0.20,mail.ru,/
1679751100,102.0.0.39,101.0.0.20,demdex.net,/
1679751131,102.0.0.39,101.0.0.20,algolia.net,/
1679751146,102.0.0.39,101.0.0.20,spamhaus.org,/
1679751170,102.0.0.39,101.0.0.20,b-msedge.net,/
1679751200,102.0.0.39,101.0.0.20,w55c.net,/
1679751224,102.0.0.39,101.0.0.20,samsungcloudsolution.com,/
1679751241,102.0.0.39,101.0.0.20,skype.com,/
1679751262,102.0.0.39,101.0.0.20,gamepass.com,/
1679751272,102.0.0.39,101.0.0.20,cookielaw.org,/
1679751295,102.0.0.39,101.0.0.20,wyzecam.com,/
1679751320,102.0.0.39,101.0.0.20,ntp.org,/
1679751338,102.0.0.39,101.0.0.20,creativecdn.com,/
1679751379,102.0.0.39,101.0.0.20,firetvcaptiveportal.com,/
1679751388,102.0.0.39,101.0.0.20,roblox.com,/
1679751418,102.0.0.39,101.0.0.20,qualtrics.com,/
1679751449,102.0.0.39,101.0.0.20,adroll.com,/
1679751460,102.0.0.39,101.0.0.20,whatsapp.com,/
1679751501,102.0.0.39,101.0.0.20,footprint.net,/
1679751515,102.0.0.39,101.0.0.20,chartbeat.net,/
1679751544,102.0.0.39,101.0.0.20,hubspot.com,/
1679751573,102.0.0.39,101.0.0.20,urbanairship.com,/
1679751593,102.0.0.39,101.0.0.20,nflxso.net,/
1679751609,102.0.0.39,101.0.0.20,microsoft.com,/
1679751633,102.0.0.39,101.0.0.20,ntp.org,/
1679751651,102.0.0.39,101.0.0.20,ipify.org,/
1679751671,102.0.0.39,101.0.0.20,adnxs-simple.com,/
